nodesAttributes.Node,nodesAttributes.ZeroAct,nodesAttributes.UpAct,nodesAttributes.DownAct,nodesAttributes.AvgAct,nodesAttributes.NodeType
SPP1,0,100,0,100,S
TNC,100,0,0,0,S
ZG16B,0,100,0,100,S
A2M,100,0,0,0,S
ADAM23,0,100,0,100,S
ADAM2,0,100,0,100,S
BMP6,0,100,0,100,S
CCL28,0,100,0,100,S
CD24,0,100,0,100,S
CD34,0,100,0,100,S
CHAD,0,100,0,100,S
COL1A2,100,0,0,0,
COL5A1,100,0,0,0,
CYR61,0,100,0,100,S
DCN,0,0,100,-100,S
F7,0,100,0,100,S
F8,100,0,0,0,
F9,100,0,0,0,
GDF7,0,100,0,100,S
GDF9,0,100,0,100,S
GH2,0,100,0,100,S
GSTP1,100,0,0,0,
HLA_B,0,100,0,100,S
ICAM2,0,100,0,100,S
ICAM3,100,0,0,0,
ICAM4,0,100,0,100,S
ICAM5,0,100,0,100,S
IL16,100,0,0,0,
LAMA2,0,100,0,100,S
LAMB2,0,100,0,100,S
LAMC2,0,100,0,100,S
LEFTY2,0,100,0,100,S
LRPAP1,100,0,0,0,S
MMP12,0,100,0,100,S
NAMPT,0,100,0,100,S
NID1,0,100,0,100,S
NLGN1,0,100,0,100,S
NLGN2,0,100,0,100,S
NLGN3,0,100,0,100,S
PLXNA1,100,0,0,0,
CCN3,0,100,0,100,S
NPNT,0,100,0,100,S
NXPH3,0,100,0,100,S
PLAT,100,0,0,0,
PODXL2,0,100,0,100,S
PRND,0,100,0,100,S
PSAP,0,100,0,100,S
RAET1E,0,100,0,100,S
SEMA3B,0,100,0,100,S
SEMA6D,0,100,0,100,S
SERPINE1,100,0,0,0,
SERPINE2,0,100,0,100,S
SERPING1,0,100,0,100,S
SLIT3,0,100,0,100,S
SOST,100,0,0,0,S
TAC4,0,100,0,100,S
CD59,100,0,0,0,
ST6GAL1,0,0,100,-100,S
MICA,0,100,0,100,S
MICB,0,100,0,100,S
HLA_F,0,100,0,100,S
PECAM1,100,0,0,0,
GJB1,100,0,0,0,
PAK6,100,0,0,0,
CDK19,0,100,0,100,S
PHKA1,0,100,0,100,S
EPM2A,100,0,0,0,
DUSP14,0,0,100,-100,S
PHPT1,0,0,100,-100,S
PTP4A1,0,0,100,-100,S
PTPRU,0,0,100,-100,S
PTPRK,0,0,100,-100,S
PTPRM,0,100,0,100,S
CDC27,100,0,0,0,
ANAPC10,100,0,0,0,
FZR1,100,0,0,0,
CCNE1,100,0,0,0,
MAD1L1,100,0,0,0,
PA2G4,100,0,0,0,
NRIP1,100,0,0,0,
PAIP2,0,0,100,-100,S
PAN3,0,100,0,100,S
LIG1,100,0,0,0,
RPTOR,100,0,0,0,
ARID4A,100,0,0,0,
IBSP,0,100,0,100,S
USP6NL,100,0,0,0,S
MAGI1,0,100,0,100,S
ANGPTL3,0,0,100,-100,S
ANGPTL4,0,0,100,-100,S
GRK1,0,0,100,-100,S
BLK,100,0,0,0,
HTT,100,0,0,0,
CREBZF,0,100,0,100,S
EPS15,100,0,0,0,
KIR2DL3,100,0,0,0,
AP2A1,0,100,0,100,S
BLNK,100,0,0,0,
IBTK,100,0,0,0,
SH2D1A,100,0,0,0,
CARD19,0,0,100,-100,S
CUEDC2,0,0,100,-100,S
UBQLN1,0,100,0,100,S
MYLK3,0,100,0,100,S
HIPK4,0,100,0,100,S
FRK,0,0,100,-100,S
MYT1,100,0,0,0,
ENPEP,0,0,100,-100,S
ADAMTS1,0,100,0,100,S
MMP26,0,100,0,100,S
BCR,100,0,0,0,
KLK3,100,0,0,0,
FCGR3A,0,100,0,100,S
KLK2,100,0,0,0,
E4F1,100,0,0,0,
TASP1,0,100,0,100,S
BIRC8,0,0,100,-100,S
ECE1,0,100,0,100,S
PRR5,0,100,0,100,S
TTN,100,0,0,0,
WEE2,0,0,100,-100,S
NEK6,100,0,0,0,
GADD45G,100,0,0,0,S
CDS1,100,0,0,0,
KLK6,0,0,100,-100,S
NOP53,0,100,0,100,S
NBN,100,0,0,0,
SDC2,100,0,0,0,
EIF4B,100,0,0,0,
CSNK1G3,100,0,0,0,S
NHEJ1,0,100,0,100,S
DBF4,100,0,0,0,
CCNE2,100,0,0,0,S
CHKA,0,0,100,-100,S
MNAT1,0,100,0,100,S
CDX2,100,0,0,0,
PAK5,0,100,0,100,S
PLCG2,100,0,0,0,
F11R,100,0,0,0,
PLD2,100,0,0,0,
ARF6,100,0,0,0,
NRK,0,100,0,100,S
RIT1,100,0,0,0,
HLX,0,0,100,-100,S
NOS2,100,0,0,0,
NGFR,100,0,0,0,
CD81,0,100,0,100,S
HRG,0,100,0,100,S
NPY4R,100,0,0,0,
CDK16,100,0,0,0,
HIPK1,0,100,0,100,S
PHKG1,0,100,0,100,S
PHKG2,0,100,0,100,S
RNF14,0,0,100,-100,S
RAB5A,100,0,0,0,
GPSM1,0,0,100,-100,S
STXBP1,100,0,0,0,
ARL2,0,0,100,-100,S
CD9,100,0,0,0,S
CFI,0,0,100,-100,S
TIMP2,100,0,0,0,
CDC16,100,0,0,0,
LIG3,100,0,0,0,
IKZF2,0,100,0,100,S
TIMP3,100,0,0,0,
S100A4,100,0,0,0,
STAM2,100,0,0,0,
MCM3AP,0,100,0,100,S
IGFBP3,100,0,0,0,
TSG101,0,0,100,-100,S
RCC1,0,100,0,100,S
PLN,100,0,0,0,
UBE3A,100,0,0,0,S
SLC4A1,100,0,0,0,
NR0B1,0,0,100,-100,S
MED1,100,0,0,0,
NUP98,100,0,0,0,
DBF4B,0,100,0,100,S
TERF2,100,0,0,0,
C9,100,0,0,0,
RAN,100,0,0,0,
CD19,100,0,0,0,
MBP,100,0,0,0,
POLA2,0,100,0,100,S
SERPINF2,0,0,100,-100,S
SERPINA5,0,0,100,-100,S
AP2B1,100,0,0,0,
FBLN1,0,0,100,-100,S
FANCA,100,0,0,0,
NCF2,100,0,0,0,
IGBP1,0,100,0,100,S
RANGAP1,100,0,0,0,
KALRN,0,100,0,100,S
RANBP1,100,0,0,0,
CBLL1,0,100,0,100,S
TARDBP,0,0,100,-100,S
DNMT3L,100,0,0,0,
MTBP,0,100,0,100,S
CDT1,100,0,0,0,
ESRRA,100,0,0,0,
KHDRBS1,100,0,0,0,
TXNL4A,0,100,0,100,S
FANCI,100,0,0,0,
FANCE,100,0,0,0,
CCS,0,100,0,100,S
HSPA4,100,0,0,0,
SPDYA,0,100,0,100,S
AMFR,100,0,0,0,
RARRES3,0,100,0,100,S
UHRF2,0,0,100,-100,S
RNF41,100,0,0,0,
NHLRC1,0,0,100,-100,S
SYVN1,0,100,0,100,S
UBE2D1,100,0,0,0,
GTF2H3,100,0,0,0,
STX1A,100,0,0,0,
CD244,100,0,0,0,
SEPT4,0,0,100,-100,S
BCCIP,0,100,0,100,S
EIF2B1,100,0,0,0,
PARK7,100,0,0,0,
XPO5,0,100,0,100,S
HSPE1,0,0,100,-100,S
CLP1,0,100,0,100,S
SCAP,100,0,0,0,
UBE2E1,100,0,0,0,
EXOC4,0,100,0,100,S
CHN2,100,0,0,0,
ANAPC11,100,0,0,0,
MFN2,100,0,0,0,
ABHD5,0,100,0,100,S
MMP7,0,100,0,100,S
CDC23,100,0,0,0,
ANAPC4,100,0,0,0,
ANAPC5,100,0,0,0,
UNC5CL,0,0,100,-100,S
LRP1,100,0,0,0,
HAT1,0,100,0,100,S
STK36,100,0,0,0,
SAP18,100,0,0,0,
SIN3A,100,0,0,0,
RBL1,100,0,0,0,
SVIL,0,100,0,100,S
STRAP,100,0,0,0,
CITED1,100,0,0,0,
PEX10,0,0,100,-100,S
FANCG,100,0,0,0,
HEY2,0,0,100,-100,S
SAFB,0,0,100,-100,S
HDAC9,100,0,0,0,
TFDP2,100,0,0,0,S
GTF2H1,100,0,0,0,
ERCC3,100,0,0,0,
TIMP1,100,0,0,0,
C8A,0,100,0,100,S
B2M,0,100,0,100,S
ETFB,0,100,0,100,S
PHB,0,0,100,-100,S
PPM1G,0,100,0,100,S
PCSK9,100,0,0,0,S
PABPC1,100,0,0,0,
ARHGEF11,100,0,0,0,
UBB,100,0,0,0,
CRYAB,100,0,0,0,
CDC26,100,0,0,0,
CFB,100,0,0,0,
TP63,100,0,0,0,
MRAS,100,0,0,0,
NUDT21,100,0,0,0,
CCAR2,0,100,0,100,S
NECTIN1,100,0,0,0,
EIF1,0,100,0,100,S
EIF1AX,0,100,0,100,S
CHMP1A,0,0,100,-100,S
UBA1,100,0,0,0,
RAB3IP,0,100,0,100,S
NMNAT1,0,100,0,100,S
N4BP1,0,0,100,-100,S
PRTN3,0,100,0,100,S
SRPRB,100,0,0,0,
SOX9,100,0,0,0,
SRP68,100,0,0,0,
SOCS5,0,0,100,-100,S
NFATC1,100,0,0,0,
HES6,0,0,100,-100,S
CD3G,100,0,0,0,
CD3D,100,0,0,0,
CD8A,100,0,0,0,
DBNL,100,0,0,0,
RASGRP2,100,0,0,0,
WIPF1,100,0,0,0,
REPS2,0,0,100,-100,S
EPS15L1,0,100,0,100,S
PIK3R2,100,0,0,0,
FRS3,100,0,0,0,
STAMBP,0,100,0,100,S
ANAPC7,100,0,0,0,
CTBP2,0,0,100,-100,S
SFRP4,0,0,100,-100,S
PSMD2,0,100,0,100,S
HSP90B1,100,0,0,0,
ZMIZ1,0,100,0,100,S
GTF2H4,100,0,0,0,
GTF2H2,100,0,0,0,
SMARCC1,100,0,0,0,
STAT5B,100,0,0,0,
PDIA3,0,100,0,100,S
TSHR,100,0,0,0,
LAMA3,0,100,0,100,S
LAMB3,0,100,0,100,S
LAMC1,0,100,0,100,S
CD79B,100,0,0,0,
RRAS2,0,100,0,100,S
TCF7L2,100,0,0,0,
STRADB,0,100,0,100,S
RAB2A,0,100,0,100,S
RABAC1,0,0,100,-100,S
FCER1G,100,0,0,0,
IFIT1,100,0,0,0,
HFE,0,0,100,-100,S
GZMM,0,100,0,100,S
RGL2,0,100,0,100,S
MASP2,0,100,0,100,S
C1S,0,100,0,100,S
NOX1,100,0,0,0,
ADARB1,100,0,0,0,
ACTN4,100,0,0,0,
HSPBP1,0,0,100,-100,S
TYROBP,100,0,0,0,
KIR3DL1,100,0,0,0,
SMG9,0,0,100,-100,S
S100B,0,100,0,100,S
CA2,100,0,0,0,
CHP2,0,0,100,-100,S
SIKE1,0,0,100,-100,S
SOCS7,100,0,0,0,
TXNIP,0,100,0,100,S
C6,100,0,0,0,
LIPC,100,0,0,0,
LPL,100,0,0,0,
PCOLCE,0,100,0,100,S
ADAMTS4,100,0,0,0,
ANXA2,100,0,0,0,
PPP1R12A,100,0,0,0,
GNA15,100,0,0,0,
GNA14,100,0,0,0,
GRK7,0,0,100,-100,S
TRPC6,100,0,0,0,
TRPC7,100,0,0,0,
TRPV1,100,0,0,0,
TRPV2,100,0,0,0,
TRPV3,100,0,0,0,
TRPM1,100,0,0,0,
TRPM2,100,0,0,0,
TRPM8,100,0,0,0,
PKD2L1,100,0,0,0,
PKD2L2,100,0,0,0,
ZFP36,100,0,0,0,
OTX2,100,0,0,0,
HMX3,100,0,0,0,
OTX1,100,0,0,0,
DACH1,100,0,0,0,
TXNRD1,100,0,0,0,
CDKN1C,100,0,0,0,
AKR1B1,100,0,0,0,
PAX8,100,0,0,0,
SLC6A12,100,0,0,0,
SLC5A3,100,0,0,0,
CPSF3,100,0,0,0,
CSTF1,100,0,0,0,
RRM2,100,0,0,0,
ACIN1,100,0,0,0,
PRC1,100,0,0,0,
MCM6,100,0,0,0,
MCM4,100,0,0,0,
MCM5,100,0,0,0,
MCM2,100,0,0,0,
MCM3,100,0,0,0,
CDCA4,100,0,0,0,
MCM7,100,0,0,0,
MCM8,100,0,0,0,
POLI,100,0,0,0,
SEPT5,100,0,0,0,
E2F5,100,0,0,0,
HIST2H2AC,100,0,0,0,
SNCAIP,100,0,0,0,
ATXN2,100,0,0,0,
PNKP,100,0,0,0,
TRAP1,100,0,0,0,
UPF1,100,0,0,0,
PLCE1,100,0,0,0,
SPTAN1,100,0,0,0,
EIF4G3,100,0,0,0,
VIM,100,0,0,0,
AIFM1,100,0,0,0,
WHRN,100,0,0,0,
BARHL1,100,0,0,0,
ADCY6,100,0,0,0,
FOXI2,100,0,0,0,
PAX2,100,0,0,0,
CCNB1,100,0,0,0,
GBX2,100,0,0,0,
SLC26A5,100,0,0,0,
RAD51C,100,0,0,0,
FOXE3,100,0,0,0,
SHROOM3,100,0,0,0,
GMCL1,100,0,0,0,
ARPC1B,100,0,0,0,
BIK,100,0,0,0,
BCL2A1,100,0,0,0,
VDAC1,100,0,0,0,
RPL13A,100,0,0,0,
PPP2R3B,100,0,0,0,
MLST8,100,0,0,0,
RPS6,100,0,0,0,
MYL9,100,0,0,0,
ACTG1,100,0,0,0,
AIFM2,100,0,0,0,
ANLN,100,0,0,0,
ABCB1,100,0,0,0,
ACTA2,100,0,0,0,
ARID3A,100,0,0,0,
ADGRB1,100,0,0,0,
EED,100,0,0,0,
CBX5,100,0,0,0,
DNMT1,100,0,0,0,
CDC25B,100,0,0,0,
CDC25C,100,0,0,0,
GPX1,100,0,0,0,
GML,100,0,0,0,
PRDX4,100,0,0,0,
NQO1,100,0,0,0,
BCL2L14,100,0,0,0,
CCNK,100,0,0,0,
RGCC,100,0,0,0,
CD82,100,0,0,0,
CHMP4C,100,0,0,0,
CTSD,100,0,0,0,
CRYZ,100,0,0,0,
DDIT4,100,0,0,0,
CXCR6,100,0,0,0,
IL37,100,0,0,0,
IL33,100,0,0,0,
CHAF1B,100,0,0,0,
TNFRSF10C,100,0,0,0,
SUPT16H,100,0,0,0,
ISG20,100,0,0,0,
FDXR,100,0,0,0,
ENO1,100,0,0,0,
TIGAR,100,0,0,0,
TPI1,100,0,0,0,
ALDOA,100,0,0,0,
TPM1,100,0,0,0,
SMC3,100,0,0,0,
IGF2R,100,0,0,0,
HIST1H3H,100,0,0,0,
MYL12A,100,0,0,0,
DAP,100,0,0,0,
MYL5,100,0,0,0,
EIF2S2,100,0,0,0,
EIF2S3,100,0,0,0,
TYRP1,100,0,0,0,
UBD,100,0,0,0,
H2AFZ,100,0,0,0,
VCAN,100,0,0,0,
TRIAP1,100,0,0,0,
TRIM22,100,0,0,0,
CRMP1,100,0,0,0,
HIST1H2BJ,100,0,0,0,
RAD51,100,0,0,0,
GYS1,100,0,0,0,
NOS3,100,0,0,0,
PLAGL1,100,0,0,0,
ODC1,100,0,0,0,
PERP,100,0,0,0,
P2RX6,100,0,0,0,
ALDH1A1,100,0,0,0,
RABGGTA,100,0,0,0,
PPM1J,100,0,0,0,
SERPINB5,100,0,0,0,
SESN1,100,0,0,0,
RPS27L,100,0,0,0,
S100A2,100,0,0,0,
SCN3B,100,0,0,0,
SCD,100,0,0,0,
STEAP3,100,0,0,0,
SLC38A2,100,0,0,0,
TAP1,100,0,0,0,
ASAH2B,100,0,0,0,
JMY,100,0,0,0,
RFWD3,100,0,0,0,
WASL,100,0,0,0,
YTHDC1,100,0,0,0,
ZDHHC16,100,0,0,0,
RAD21,100,0,0,0,
RELB,100,0,0,0,
TBC1D1,100,0,0,0,
TBC1D4,100,0,0,0,
APTX,100,0,0,0,
CXCR3,100,0,0,0,
HIST1H1A,100,0,0,0,
SP7,100,0,0,0,
RIOX2,100,0,0,0,
ELK3,100,0,0,0,
CLTC,100,0,0,0,
GORASP1,100,0,0,0,
AMBRA1,100,0,0,0,
ATG9A,100,0,0,0,
ENDOG,100,0,0,0,
GOLGA3,100,0,0,0,
LMNA,100,0,0,0,
HSPA8,100,0,0,0,
LGALS3,100,0,0,0,
RNF144B,100,0,0,0,
KRT8,100,0,0,0,
CUL2,100,0,0,0,
ACTA1,100,0,0,0,
REL,100,0,0,0,
MYCBP,100,0,0,0,
TERT,100,0,0,0,
UXT,100,0,0,0,
TERF1,100,0,0,0,
TERF2IP,100,0,0,0,
TINF2,100,0,0,0,
TUBA4B,100,0,0,0,
HIST1H1E,100,0,0,0,
FOXO4,100,0,0,0,
SCP2,100,0,0,0,
G6PC,100,0,0,0,
TAF10,100,0,0,0,
DFFB,100,0,0,0,
SRSF1,100,0,0,0,
NABP2,100,0,0,0,
RETNLB,100,0,0,0,
CLEC7A,100,0,0,0,
CHIA,100,0,0,0,
NFIL3,100,0,0,0,
IRGC,100,0,0,0,
POLR1B,100,0,0,0,
EIF2S1,100,0,0,0,
ERN2,100,0,0,0,
SLC7A1,100,0,0,0,
HAVCR1,100,0,0,0,
ATF6,100,0,0,0,
GBGT1,100,0,0,0,
SYT11,100,0,0,0,
GPR37,100,0,0,0,
AIMP2,100,0,0,0,
ZFP36L1,100,0,0,0,
CHD1L,100,0,0,0,
HIST1H2BD,100,0,0,0,
DNMT3B,100,0,0,0,
DNMT3A,100,0,0,0,
CCPG1,100,0,0,0,
HOXC6,100,0,0,0,
HOXC8,100,0,0,0,
HOXC9,100,0,0,0,
TRIM63,100,0,0,0,
HMGB2,100,0,0,0,
IRF8,100,0,0,0,
SUZ12,100,0,0,0,
SSRP1,100,0,0,0,
IGFBP1,100,0,0,0,
AVEN,100,0,0,0,
SLC2A4,100,0,0,0,
SERBP1,100,0,0,0,
STAG2,100,0,0,0,
SMARCC2,100,0,0,0,
HNRNPC,100,0,0,0,
HNRNPU,100,0,0,0,
POLB,100,0,0,0,
NEIL1,100,0,0,0,
NEIL2,100,0,0,0,
LIME1,100,0,0,0,
UBE2B,100,0,0,0,
CIT,100,0,0,0,
ACTC1,100,0,0,0,
SGO1,100,0,0,0,
CNTROB,100,0,0,0,
NKX2_1,100,0,0,0,
CSTF2,100,0,0,0,
ORM1,100,0,0,0,
PBRM1,100,0,0,0,
EPAS1,100,0,0,0,
EVI5,100,0,0,0,
CHAF1A,100,0,0,0,
POLA1,100,0,0,0,
SMC1A,100,0,0,0,
MARCH7,100,0,0,0,
TACC2,100,0,0,0,
CHRNA1,100,0,0,0,
SCN1A,100,0,0,0,
SCN2A,100,0,0,0,
SCN3A,100,0,0,0,
CHD3,100,0,0,0,
CDC6,100,0,0,0,
NFYB,100,0,0,0,
CYP3A4,100,0,0,0,
CYP2B6,100,0,0,0,
CYP2C9,100,0,0,0,
GTSE1,100,0,0,0,
CENPE,100,0,0,0,
CENPA,100,0,0,0,
POLR2L,100,0,0,0,
TCEA2,100,0,0,0,
ERCC1,100,0,0,0,
ERCC4,100,0,0,0,
POLK,100,0,0,0,
CENPF,100,0,0,0,
XAB2,100,0,0,0,
MYH10,100,0,0,0,
CCNO,100,0,0,0,
CDCA8,100,0,0,0,
NDC80,100,0,0,0,
VEZT,100,0,0,0,
USH2A,100,0,0,0,
TOP2A,100,0,0,0,
CYP3A5,100,0,0,0,
ANO7,100,0,0,0,
MME,100,0,0,0,
KLK4,100,0,0,0,
SARG,100,0,0,0,
ACPP,100,0,0,0,
WISP2,100,0,0,0,
STEAP4,100,0,0,0,
TMPRSS2,100,0,0,0,
CDC45,100,0,0,0,
MAPT,100,0,0,0,
ELF4,100,0,0,0,
NKX2_5,100,0,0,0,
AFP,100,0,0,0,
CEP164,100,0,0,0,
UBE2V2,100,0,0,0,
DCLRE1A,100,0,0,0,
EXO1,100,0,0,0,
CCDC65,100,0,0,0,
NKX6_1,100,0,0,0,
ARNT2,100,0,0,0,
GOLPH3,100,0,0,0,
PSMA7,100,0,0,0,
PLSCR1,100,0,0,0,
HCLS1,100,0,0,0,
AJUBA,100,0,0,0,
TACC1,100,0,0,0,
KIF11,100,0,0,0,
CPEB1,100,0,0,0,
TPX2,100,0,0,0,
MAP9,100,0,0,0,
CHRNB1,100,0,0,0,
CAT,100,0,0,0,
APBA1,100,0,0,0,
SNAP25,100,0,0,0,
ADCY7,100,0,0,0,
HOXA7,100,0,0,0,
SLC47A1,100,0,0,0,
SLU7,100,0,0,0,
GCNT1,100,0,0,0,
LHX4,100,0,0,0,
KLF8,100,0,0,0,
HOXA9,100,0,0,0,
PADI3,100,0,0,0,
CBS,100,0,0,0,
LHCGR,100,0,0,0,
MGST1,100,0,0,0,
DPYD,100,0,0,0,
CEP250,100,0,0,0,
ATP2C1,100,0,0,0,
SLC6A3,100,0,0,0,
ABCC3,100,0,0,0,
KIF23,100,0,0,0,
REC8,100,0,0,0,
KIF2C,100,0,0,0,
DES,100,0,0,0,
WASF2,100,0,0,0,
PCBP4,100,0,0,0,
RGS16,100,0,0,0,
WASF3,100,0,0,0,
TRIP10,100,0,0,0,
SYNJ2,100,0,0,0,
SORBS3,100,0,0,0,
SORBS2,100,0,0,0,
SLC22A18,100,0,0,0,
PRNP,100,0,0,0,
LDHC,100,0,0,0,
RAPH1,100,0,0,0,
BRD7,100,0,0,0,
KCTD10,100,0,0,0,
TP53I3,100,0,0,0,
REV3L,100,0,0,0,
P4HA2,100,0,0,0,
EIF4A1,100,0,0,0,
TNFRSF10D,100,0,0,0,
DBI,100,0,0,0,
MT2A,100,0,0,0,
SMS,100,0,0,0,
SCNN1A,100,0,0,0,
PFKFB1,100,0,0,0,
CA3,100,0,0,0,
DDC,100,0,0,0,
PGC,100,0,0,0,
ZNF652,100,0,0,0,
EBAG9,100,0,0,0,
TFF1,100,0,0,0,
INA,100,0,0,0,
XBP1,100,0,0,0,
FAM102A,100,0,0,0,
SLC2A1,100,0,0,0,
B4GALT1,100,0,0,0,
IGFBP4,100,0,0,0,
TSKU,100,0,0,0,
CSN2,100,0,0,0,
SMARCA1,100,0,0,0,
CD97,100,0,0,0,
SOD3,100,0,0,0,
ENTPD1,100,0,0,0,
TAF1A,100,0,0,0,
SLC11A1,100,0,0,0,
SLC25A1,100,0,0,0,
CD2AP,100,0,0,0,
MUS81,100,0,0,0,
PDCD1,100,0,0,0,
APBB1,100,0,0,0,
CD79A,100,0,0,0,
NDEL1,100,0,0,0,
LYZ,100,0,0,0,
TSNAX,100,0,0,0,
UNG,100,0,0,0,
SMC6,100,0,0,0,
ADH4,100,0,0,0,
PRDX6,100,0,0,0,
ALDH1A2,100,0,0,0,
ADH1A,100,0,0,0,
GCLC,100,0,0,0,
MAP2,100,0,0,0,
MAP4,100,0,0,0,
TNFRSF9,100,0,0,0,
LBP,100,0,0,0,
SIX3,100,0,0,0,
TP53TG5,100,0,0,0,
OSGIN1,100,0,0,0,
GCLM,100,0,0,0,
TRAF4,100,0,0,0,
CD27,100,0,0,0,
CCNG1,100,0,0,0,
LGI3,100,0,0,0,
TFAM,100,0,0,0,
HAX1,100,0,0,0,
POLD4,100,0,0,0,
MMP15,100,0,0,0,
SCG2,100,0,0,0,
MYL1,100,0,0,0,
ATMIN,100,0,0,0,
FAN1,100,0,0,0,
OGG1,100,0,0,0,
RRM1,100,0,0,0,
GCK,100,0,0,0,
SMARCA5,100,0,0,0,
COPS2,100,0,0,0,
MNT,100,0,0,0,
MAGED1,100,0,0,0,
IL1R2,100,0,0,0,
RECQL,100,0,0,0,
NCF1,100,0,0,0,
HABP4,100,0,0,0,
AIM2,100,0,0,0,
INPP5D,100,0,0,0,
CCR10,100,0,0,0,
ATXN1,100,0,0,0,
PDCD4,100,0,0,0,
HHIP,100,0,0,0,
CCR7,100,0,0,0,
IL22RA2,100,0,0,0,
CAV2,100,0,0,0,
CD22,100,0,0,0,
XCR1,100,0,0,0,
IRF9,100,0,0,0,
PLCB3,100,0,0,0,
TRIP6,100,0,0,0,
ACKR2,100,0,0,0,
Q59FG4,100,0,0,0,
ELF3,100,0,0,0,
ENG,100,0,0,0,
CCR1,100,0,0,0,
CCRL2,100,0,0,0,
CCR2,100,0,0,0,
TNS2,100,0,0,0,
ACKR4,100,0,0,0,
STAM,100,0,0,0,
CXCR2,100,0,0,0,
CXCR1,100,0,0,0,
FSCN1,100,0,0,0,
IL18R1,100,0,0,0,
METTL1,100,0,0,0,
CUL3,100,0,0,0,
PITX2,100,0,0,0,
ALPP,100,0,0,0,
NGEF,100,0,0,0,
NR5A2,100,0,0,0,
SNAI1,100,0,0,0,
MS4A2,100,0,0,0,
STAP2,100,0,0,0,
BOC,100,0,0,0,
SIT1,100,0,0,0,
PFKFB2,100,0,0,0,
CTLA4,100,0,0,0,
CX3CR1,100,0,0,0,
IRAK2,100,0,0,0,
OPTN,100,0,0,0,
ALPL,100,0,0,0,
ESRRG,100,0,0,0,
TLE1,100,0,0,0,
CCR6,100,0,0,0,
CCR4,100,0,0,0,
NFATC4,100,0,0,0,
CYC1,100,0,0,0,
ADCY1,100,0,0,0,
NLRP3,100,0,0,0,
CCR8,100,0,0,0,
AZI2,100,0,0,0,
PFKFB3,100,0,0,0,
CDH5,100,0,0,0,
PPIA,100,0,0,0,
SHC2,100,0,0,0,
ANXA5,100,0,0,0,
DEDD,100,0,0,0,
GLMN,100,0,0,0,
MEF2D,100,0,0,0,
EIF3I,100,0,0,0,
FCGR2A,100,0,0,0,
VIL1,100,0,0,0,
PGM1,100,0,0,0,
SIRPA,100,0,0,0,
HEY1,100,0,0,0,
GORASP2,100,0,0,0,
ACKR3,100,0,0,0,
CALCRL,100,0,0,0,
RAMP2,100,0,0,0,
RAMP1,100,0,0,0,
CALCR,100,0,0,0,
C3AR1,100,0,0,0,
C5AR1,100,0,0,0,
C5AR2,100,0,0,0,
CMKLR1,100,0,0,0,
CRHR1,100,0,0,0,
CRHR2,100,0,0,0,
CXCR5,100,0,0,0,
EDAR,100,0,0,0,
EDA2R,100,0,0,0,
FPR3,100,0,0,0,
GIPR,100,0,0,0,
GLP1R,100,0,0,0,
GLP2R,100,0,0,0,
GCGR,100,0,0,0,
NPR1,100,0,0,0,
NPR2,100,0,0,0,
LGR4,100,0,0,0,
LGR5,100,0,0,0,
NPBWR2,100,0,0,0,
NPSR1,100,0,0,0,
NTSR1,100,0,0,0,
NTSR2,100,0,0,0,
ADCYAP1R1,100,0,0,0,
PROKR2,100,0,0,0,
QRFPR,100,0,0,0,
RXFP1,100,0,0,0,
RXFP2,100,0,0,0,
RXFP3,100,0,0,0,
RXFP4,100,0,0,0,
SCTR,100,0,0,0,
VIPR1,100,0,0,0,
VIPR2,100,0,0,0,
NPY2R,100,0,0,0,
NPY5R,100,0,0,0,
GRIA1,100,0,0,0,
KCNJ3,100,0,0,0,
RAB3A,100,0,0,0,
ATP2B1,100,0,0,0,
PLCB1,100,0,0,0,
ADCY2,100,0,0,0,
CACNA1B,100,0,0,0,
MYO18A,100,0,0,0,
EEF2,100,0,0,0,
MEF2B,100,0,0,0,
DNM1,100,0,0,0,
GAP43,100,0,0,0,
KCNA2,100,0,0,0,
KCNA1,100,0,0,0,
CACNA1C,100,0,0,0,
CACNA1E,100,0,0,0,
TBR1,100,0,0,0,
PLAA,100,0,0,0,
ACTN3,100,0,0,0,
GLRA1,100,0,0,0,
GABRA1,100,0,0,0,
CD38,100,0,0,0,
KCND2,100,0,0,0,
NFASC,100,0,0,0,
KCND1,100,0,0,0,
EEF1A2,100,0,0,0,
GRIK1,100,0,0,0,
CACNA1A,100,0,0,0,
RYR1,100,0,0,0,
NEFH,100,0,0,0,
NEFM,100,0,0,0,
SPTBN2,100,0,0,0,
ADD1,100,0,0,0,
CAPZB,100,0,0,0,
SRPRA,100,0,0,0,
VAPA,100,0,0,0,
PDE1A,100,0,0,0,
PDE1B,100,0,0,0,
PDE1C,100,0,0,0,
PDE3A,100,0,0,0,
PDE3B,100,0,0,0,
PDE4D,100,0,0,0,
PDE5A,100,0,0,0,
PIP4K2A,100,0,0,0,
DGUOK,100,0,0,0,
MAP1A,100,0,0,0,
KCNJ4,100,0,0,0,
GTF2B,100,0,0,0,
CLTA,100,0,0,0,
DLG3,100,0,0,0,
CFTR,100,0,0,0,
GSTA1,100,0,0,0,
VAMP1,100,0,0,0,
MUC5AC,100,0,0,0,
NLRP2,100,0,0,0,
DEFB4A,100,0,0,0,
DEFB104A,100,0,0,0,
DEFA5,100,0,0,0,
PSMB10,100,0,0,0,
GAS2,100,0,0,0,
